Question,A,B,C,D,Explanation,Answer
"A 39- year old woman, G3P3, complains of severe, progressive secondary dysmenorrhea and menorrhagia. Pelvic examination demonstrates a tender, diffusely enlarged uterus with no adnexal tenderness. Endometrial biopsy is normal. This patient most likely has",Endometriosis,Endometritis,Adenomyosis,Uterine sarcoma,"Adenomyosis is a condition in which normal endometrial glands grow into the myometrium. The symptomatic disease primarily occurs in multiparous women over the age of 35 years, compared to endometriosis, in which onset is considerably younger. Patients with adenomyosis complain of dysmenorrhea and menorrhagia, and the classical examination findings include a tender, symmetrically enlarged uterus without adnexal tenderness. Although patients with endometriosis can have similar complaints, the physical examination of these patients more commonly reveals a fixed, retroveed uterus, adnexal tenderness and scarring, and tenderness along the uterosacral ligaments. Leiomyoma is the most common pelvic tumor, but the majority are asymptomatic and the uterus is irregular in shape. Patients with endometritis can present with abnormal bleeding, but endometrial biopsies show an inflammatory pattern. Uterine sarcoma is rare and presents in older women with postmenopausal bleeding and nontender uterine enlargement.",C
"A full term baby, exclusively breast fed, at the end of 1 week was passing golden yellow stools and was found to have adequate hydration with normal systemic examination. The weight of the baby was just same as it was at bih. The pediatrician should now advise-",Give oral solution with breast feeding,Sta tap feeding,Investigate for lactic acidosis,Reassure the mother that nothing is abnormal,"Ans. is 'd' i.e., Reassure the mother that nothing is abnormal o Loss of weight in the first few days of bih is a normal phenomenon. A new born loses upto 10% of his body weight in the first few days of bih. He regains his bih weight by the age of 10 days. o The golden yellow color of the stool is perfectly normal. "" The number colour and consistency ofstools may vary greatly in the same infant and between infants of similar age. The color of the stool has little significance except for the presence of blood or absence of bilirubin products.""",D
The engaging diameters of the fetal skull depends on the degree of flexion present. Which is the longest diameter of fetal skull?,Submento-bregmatic,Mento veical,Sub Occipito frontal,Occipito frontal,"Mento-veical diameter is 14 cm which extends from the midpoint of the chin to the highest point on the sagittal suture. Must know: Submento-bregmatic diameter is 9.5 cm which extends from junction of floor of the mouth and neck to the centre of the bregma. Sub Occipito frontal diameter is 10 cm which extends from the nape of the neck to the anterior end of the anterior fontanelle or the centre of the sinciput. Occipito frontal diameter is 11.5 cm. It extends from the occipital eminence to the root of the nose (glabella). Ref: Textbook of Obstetrics by D C Dutta, 6th edition, Page 85.",B
"By what age, does the child develops the following developmental milestone?",8 months,9 months,10 months,12 months,"This is Object Permanence - Develops by 9 months of age.
When the baby loses object while playing. Knows that it is somehwere around.",B
"A 19-year-old woman, gravida 2, para 0, aboion 1, is at 30 weeks gestation. Her fundal height measures 25cm. An obstetrical ultrasound examination reveals a 4 quadrant amniotic fluid index (AFI) of 4cm. Which of the following fetal conditions is associated with finding?",Duodenal atresia,Open spina bifida,Tracheoesophageal fistula,Renal agenesis,- AFI <4 cm is suggestive of Oligohydramnios - The only option of the provided that leads to oligohydramnios is Renal agenesis. Oligohydramnios can be caused by - Renal anomalies Uteroplacental insufficiency: IUGR ACE inhibitors Premature rupture of membranes Amniocentesis (leak) Pre-ecclampsia Amnion nodosum NSAIDs Post term pregnancy over estimated gestational age,D
"With contraceptive failure, which method has a relative increased risk of ectopic pregnancy?",Condoms,Vasectomy,Tubal sterilization,Vaginal ring,"With any form of contraceptive, the absolute number of ectopic pregnancies is decreased because pregnancy occurs less often. In some contraceptive failures, however, the relative number of ectopic pregnancies is increased. Examples include some forms of Tubal sterilization, Intrauterine devices, High-dose estrogen, Emergency contraception and Progestin only Minipills.",C
Test for ovarian reserve,LH,LH/FSH ratio,FSH,Estradiol,"FSH Ovarian reserve is the capability of ovary to produce egg. The ovary is generally thought of as an egg bank from which the woman draws during the reproductive life. During the .flrst few days of each monthly cycle, under the influence of FSH and LH there is rapid growth of several follicles in the ovary. After a week or more of growth one of the follicles begin to outgrow. All the others and the remaining follicles involute (a process called atresia), and these follicles are said to become atretic. The process of atresia is impoant because it normally allows only one of the follicles to grow large enough, each month, to ovulate. This usually prevents more than one child from developing with each pregnancy. The single follicle reaches a diameter of 1-1.5 centimeters at the time of ovulation and is called the mature follicle. With advancing age the capability of the ovary to produce eggs declines. Methods of assessing ovarian reserve: With advancing age the capability of the ovary to produce egg declines i.e. ovarian reserve decrease with age. - Usually age is the best predictor of ovarian reserve but approximately 10% of women have an accelarated loss of ovarian reserve by their mid-30's. - So age alone does not tell the whole story. Consequently more refined methods .for predicting ovarian reserve have been developed. The methods for assessing ovarian reserve are classified into two groups:- a)Passive testing b)Dynamic testing The goal of both the approaches is to provide information regarding oocyte (egg) quality and quantity. Passive testing FSH level Early follicular phase FSH levels play an impoant role in pregnancy outcomes. As woman ages FSH becomes elevated in an attempt to force the aging ovary to respond. However, the exact mechanism responsible for this adaptive response remains unknown. A rise in early follicular phase FSH is also accompained by a decline in oocyte quality. High FSH has been correlated with poor ovarian reserve but it is difficult to establish absolute values that define how high an FSH level can be and still achieve pregnancy. Generally FSH level are expected to be below 10 lu/mlin women withreproductive potential - In one study it was .found out that 3 day FSH of less than 15 mlu/ml were twice as likely to conceive than women with FSH values between 15 and 24.9 mlu/ml. - Cycle day 3 is chosen because at this time the estrogen level is expected to be low, a critical feature as FSH levels are subject to a negative feedback. - Thus any determination of FSH needs to include corresponding estradiol level to indicate that the FSH level was drawn when estrogen level was low. Other methods for passive ovarian reserve testing Measurement of Inhibin B Inhibit B is an ovarian hormone that inhibits FSH release. Although present in ovulating women it is not normally .found in postmenopausal women. - Low inhibin levels suggests poor ovarian reserve. Transvaginal ultrasound Diminished ovarian reserve means that fewer follicles are available for stimulation and recruitment by _feility drugs. Transvaginal ultrasound allows the observation of ovaries and assess the number of follicles (ovarian volume). Dynamic ovarian reserve testing Clomiphene citrate challenge test ? Clomiphene is an antiestrogen which inhibits the negative feedback of estrogen on hypothalamus i.e. the hypothalamus gets false signals that the patient does nor have enough estrogen. In response, the hypothalamus induces the pituitary gland to produce more FSH and LH. This is turn initiates follicular growth to produce estrogen. Clomiphene is able to exe this effect only when the estrogen level is low or the ovarian reserve is low. In a normal woman with adequate ovarian reserve there is enough inhibin and estrogen to suppress FSH production through negative feedback and resist the effects clomiphene. - When undergoing clomiphene citrate challenge test, the .first step is to measure day 3 FSH and estrogen. Then 100 ing of clomiphene is administered on cycles day 5 through 9 and FSH and estrogen measurements are repeated on cycle day 10. In general, a high day 10 FSH suggests poor ovarian reserve.",C
"A 9 year old child is restless. He is hyperactive and his teacher complaints that he does not listen to the teachings. Disturbs other students, he also shows less interest in playing. The likely diagnosis is ?",Cerebral palsy,Attention deficit hyperactive child,Deliruium,Mania,"Ans. is 'b' i.e., Attention deficit hyperactive child o The child in question has following problems. Child is hyperactive 3. Difficulty in playing He does not listen to teachings 4. Disturbs other students o All these are features of attention deficit hyperactivity disorder (ADHD).",B
Coarctation of aorta is most commonly associated with?,ASD,PDA,Bicuspid aortic valve,VSD,"c. Bicuspid aortic valve(Ref: Nelson's 20/e p 2205, Ghai 8/e p 429-431)Coarctation of aorta is associated with a bicuspid aortic valve in more than 70% of patients",C
"In transverse lie, the presentation is:",Veex,Breech,Brow,Shoulder,"Transverse lie The long axes of the fetal and maternal ovoid are approximately at right angles to each other and the shoulder is presenting at pelvic inlet.The baby may be directly across the mother&;s abdomen,when it is a transverse lie,or obliquely across with the head or breech in one iliac fossa ,when it is an oblique lie (refer pgno:383 sheila textbook of obstetrics 2 nd edition)",D
In what stage of PID is acute salpingitis with peritonitis considered?,Stage 2,Stage 3,Stage 4,Stage 5,Acute Salpingitis with peritonitis is seen in stage 2 of PID. Stages of PID: Stage Condition Stage I Acute salpingitis without peritonitis - no adhesions Stage II Acute Salpingitis with peritonitis - Purulent discharge Stage III Acute salpingitis with superimposed tubal occlusion or tubo-ovarian complex Stage IV Ruptured tubo-ovarian abscess Stage V Tubercular salpingitis Ref: Shaw&;s textbook of Gynaecology 17th edition Pgno: 341,A
