Question,A,B,C,D,Explanation,Answer
Which of the following drugs is useful in the treatment of infection by Mycobacterium avium complex?,Isoniazid,Clarithromycin,Cycloserine,Rifampicin,"Treatment of MAC infection is REC (Rifabutin + Ethambutol + Clarithromycin)
Clarithromycin alone can be used for the prophylaxis of MAC infections in HIV positive patients.
Azithromycin can also be used in place of clarithromycin.",B
Which of the following is NOT known as adverse drug reaction of furosemide?,Hyperkalemia,Acidosis,Hyperuricemia,Hypomagnesemia,"Toxicity of frusemide includes: Hypokalemic metabolic alkalosis Ototoxicity Hyperuricemia Hypomagnesemia Allergic and other reactions Ref: Katzung, 11th edition, Chapter 15.",A
Opioid with rnonoarnine action is?,Tramadol,Pentazocine,Pethidine,Meperidine,"Tramadol REF: Principles and practice of palliative care and suppoive oncology By Ann M. Berger, John L. Shuster, Jamie H. Von Roenn page 51 'Tramadol is synthetic analog of codeine that binds to the MOR (Mu opioid receptor) and blocks reuptake of serotonin and nor epinephrine. As a result of monoamine action naloxone cannot completely reverse its respiratory depression'",A
Which of the following drugs is taken during the first pa of the meal for the purpose of delaying absorption of dietary carbohydrates?,Acarbose,Glipizide,Metformin,Exenatide,"Acarbose is alpha glucosidase inhibitor. It inhibits the breakdown of complex carbohydrates to simple carbohydrates and thus they decrease the absorption. Glipizide is second generation sulphonylurea which helps in secretion of insulin. Metformin is biguanide which decrease the synthesis of glucose. Exenatide is GLP-1 analogue which delay in gastric emptying, decrease appetite and augment glucose secretion.",A
Streak gonads are seen in -,Turner syndrome,Klinefelter's syndrome,Patau's syndrome,Down's syndrome,"Ans. is 'a' i.e., Turner syndrome o Streak gonads (Streak ovaries) are characteristic feature of Turner syndrome.TURNER'S SYNDROMEo Turner's syndrome is the most common sex chromosomal disorder in phenotypic females.o Turner's syndrome results from complete or partial loss of one X chromosome (45, X) and is characterised by hypogonadism in phenotypic femalesFeatures of Turner syndrome in childreno The most severely affected patients generally present during infancy with edema (owing to lymph stasis) of the dorsum of the hand and foot and sometimes swelling of the nape of the neck.o Swelling of the neck is related to markedly distended lymphatic channels, producing so called cystic hygroma.o As these infants develop, the swelling subsides but often leave bilateral neck webbing and persistent looseness of skin on the back of the neck.o Congenital heart disease is also common, particularly preductal coarctation of Aorta and bicuspid Aortic valve.o C. V.S abnormalities are most important cause of mortality in children with Turner s syndrome.Features of Turner's syndrome in Adolescents and Adulto At puberty there is failure to develop normal secondary sex characteristics.o The genitalia remains infantile, breast development is inadequate and there is little pubic hair. Nipples are widely spaced.o Turner syndrome is the single most important cause of primary amenorrhoea accounting for approximately 1/3 of the cases.o Short stature (height rarely exceeds 150 cm).o The mental status of these patients is usually normal but subtle defects in nonverbal, visual spatial information processing have been noted (mental retardation is associated with the presence of extra chromosome not with loss of X chromosome).o About 50% of the patients develop autoantibodies directed to the thyroid gland and upto one half of these patients develop hypothyroidism.o Other features include low posterior hairline, webbing of neck, cubitus valgus, streak ovaries.o Glucose intolerance, obesity and insulin resistance are also seen.",A
Pink’s disease is due to toxicity of:,Silver,Mercury,Lead,Tetracycline,"ACRODYNIA (Pink disease, Swift's disease)

Cause of the disease has been established as a mercurial toxicity reaction, either actual mercury poisoning or more likely, an idiosyncrasy to the metal.
The source of the mercury is usually a teething powder, ammoniated mercury ointment, calomel lotion, or bichloride of mercury disinfectant.
Occurs most frequently in young infants before the age of two years, although children are occasionally affected upto the age of five or six years.
The skin, particularly of the hands, feet, nose, ears and cheeks becomes red or pink and has a cold 'clammy feeling'.
The appearance has been described as resembling raw beef.
The skin over the affected areas peels frequently.
Severe sweating is an almost constant feature of acrodynia.
Other features are a state of extreme irritability, photophobia with lacrimation, muscular weakness, tachycardia, hypertension, insomnia, gastrointestinal upset and stomatitis.
The children will frequently tear their hair out in patches.

Ref: Shafer's textbook of oral pathology 7th edition page 559",B
Niemann-Pick disease is-,AR,AD,X-linked,Mitochondrial,"Niemann-Pick disease is a group of inherited, severe metabolic disorders in which sphingomyelin accumulates in lysosomes in cells. The lysosomes normally transpo material through and out of the cell. The prognosis is individual, but the severe form is fatal in toddlerhood and, in some cases, patients with the milder forms may have normal lifespans. This disease involves dysfunctional metabolism of sphingolipids, which are fats found in cell membranes, so it is a kind of sphingolipidosis. Sphingolipidoses, in turn, are included in the larger family of lysosomal storage diseases.",A
Which of the following are uses of danazol?,Endometriosis,Menorrhagia,Hereditary angioneurotic edema,All of the above,"Ans. is 'd' i.e., All of the above Danazole* It has weak androgenic, anabolic and progestational activity.* The most prominent action is suppression of gonadotropin (FSH/LH) front pituitary.* The most important use is endometriosis. Other uses are fibrocystic breast disease, infertility, hereditary angioneurotic edema, menorrhagia, ITP, Christmas disease and hemophilia.* Side effects are complete amenorrhea, androgenic effects (acne, hirsutism, decreased breast size, edema, weight gain), loss of libido in man, hot flushes in women, night sweats and muscle cramps. Liver enzymes may be raised.",D
"A term infant has initial Apgar scores of 8 and 10 at 1 and 5 minutes. On auscultation of the chest, a heart murmur is audible. There is hepatosplenomegaly. Cataracts of the crystalline lens are noted. The infant is at the 30th percentile for height and weight. Echocardiography shows a patent ductus arteriosus. Which of the following events is the most likely risk factor for the findings in this infant?",Congenital rubella infection,Dietary folate deficiency,Dispermy at conception,Erythroblastosis fetalis,"Rubella infection in the first trimester, when organogenesis is occurring (3 to 9 weeks' gestation), can lead to embryopathy with cardiac, ocular, skin, central nervous system, and hepatic abnormalities. Rubella is rare with routine vaccinations. Folate deficiency is most likely to be associated with neural tube defects. Dispermy is rare and can lead to triploidy, a condition that rarely results in a live birth. Erythroblastosis fetalis leads to fetal anemia with congestive heart failure and hydrops, but not to malformations. In the past, thalidomide use was a cause of malformations (almost invariably prominent limb deformities). Nondisjunctional events during meiosis in the maternal ova account for trisomies and monosomies, many of which have associated cardiac defects, including ventricular septal defect (e.g., trisomy 21). This mechanism is unlikely in paternal sperm, however, which are constantly being produced in large numbers throughout life.",A
Mutation in PKHD1 gene causing autosomal recessive polycystic kidney disease (ARPKD) maps to which chromosome?,16,4,6,12,"Mutations of the PKHD1 gene, which maps to chromosome region 6p21-p23. Expressed in adult and fetal kidney, also in liver and pancreas. PKHD1 gene encodes fibrocystin.",C
Burkitt&;s lymphoma is positive for-,CD5,CD 15,CD 20,CD 25,"Burkitt lymphomas are tumours of mature B cells that express surface IgM, CD19, CD20, CD10 and BCL6 ,a phenotype consistent with a germinal centre B cell origin. Reference : Robbins and Cotran Pathologic basis of disease.South Asia Edition volume 1.page no. 597",C
Esmolol is a short acting beta blocker because:,It has more plasma protein binding,Its plasma hydrolysis by esterases is rapid,It has high lipid solubility,It has high oral bioavailability,"(Ref Goodman & Gillman's 13th ed. P 216-17)Esmolol is a b1-selective antagonist with a rapid onset and a very short duration of action (t 1/2 = 8 minutes).The drug is hydrolyzed rapidly by esterase's in erythrocytes leading to its short half-life.Esmolol is used in urgent settings where immediate onset of b-blockade is warranted so it is given by slow intravenous injection.A partial loading dose (500mg/kg over 1 minute) typically is administered, followed by a continuous infusion of the drug (maintenance dose of 50mg/kg/minfor 4 minutes)The lipid solubility of esmolol is low and has no oral bioavailability so it is given via IV.The protein binding of esmolol is 55%.",B
"A 47-year-old woman is brought to the hospital by her husband with fever, headache, confusion, and jaundice for 1 week. She underwent a hysterectomy 2 months ago and began estrogen replacement therapy recently. On admission, her temperature is 38.7 C (102 F), blood pressure is 140/90 mm Hg, Pulse is 98/min, and Respiratory rate is 20/min. She appears disoriented to time and place. Physical examination reveals jaundiced sclerae and skin, purpura on the trunk, and bleeding gums. Her platelet count is 25,000/mm3, hematocrit is 24%, and creatinine is 4.9 mg/dL. Lactate dehydrogenase (LDH) and indirect bilirubin are elevated. Coagulation tests are within normal limits, but the bleeding time is increased; fibrin-split products and Coombs test are negative. A peripheral blood smear shows schistocytes, helmet-shaped cells, and cells with a triangular shape. Which of the following is the most likely diagnosis?",Autoimmune hemolytic anemia,Disseminated intravascular coagulation (DIC),Hemolytic-uremic syndrome (HUS),Thrombotic thrombocytopenic purpura (TTP),"Thrombotic thrombocytopenic purpura (TTP) is a rare disorder of unknown etiology. It is characterized by an increased bleeding time but a decreased platelet count. It causes purpura, fever, renal failure, microangiopathic hemolytic anemia, and microthrombi, frequently in young women. Elevated indirect bilirubin and high LDH are characteristic, as are schistocytes in the blood smear, renal dysfunction, and neurologic and systemic symptoms. Negative findings impoant to rule out similar conditions include a negative Coombs test and absence of fibrin split products. TTP is thought to be initiated by endothelial injury, which releases ceain procoagulant materials into the circulation, causing platelet aggregation. This condition may be precipitated by pregnancy or use of estrogens. Autoimmune hemolytic anemia can cause anemia and an elevated indirect bilirubin, but generally produces only mild symptoms, is not associated with thrombocytopenia, and does not cause fragmentation of red blood cells on the peripheral smear. The negative Coombs test argues against autoimmune hemolytic anemia. Disseminated intravascular coagulation can be differentiated from TTP because of abnormal coagulation tests. In DIC, microangiopathic hemolysis is also present, but the prothrombin time (PT) and paial thromboplastin time (PTT) are prolonged, fibrinogen levels are reduced, and fibrin split products are elevated. Hemolytic-uremic syndrome is not significantly different from TTP. The two conditions, in fact, are considered manifestations of the same pathogenetic spectrum. However, the vascular bed of the CNS is not involved in HUS. Thus, mental status changes are not pa of the clinical picture of HUS.",D
