Question,A,B,C,D,Explanation,Answer
A patient with Hypeension presents with Hypokalemia. Aldosterone levels and Renin levels are both elevated. The most likely diagnosis is:,Renal AeryStenosis,Primary Hyperaldosteronism (Conn's Syndrome),Addison's Disease,Cushing's Syndrome,Answer is A (Renal Aery Stenosis) The association of High aldosterone and High Renin levels in a hypeensive patient with hypokalemia suggests a diagnosis of Secondary Hyperaldosteronism from Renal Aery Stenosis. Disease Aldosterone Coisol Renin Primary Aldosteronism (Conn syndrome) High Normal Low Secondary Aldosteronism (e.g. Renal Aery Stenosis) High Normal High Adrenal insufficiency (Addison disease) Low Low High Cushing syndrome Low (May be normal) High Low,A
Continuous data is represented by-,Bar diagram,Pie chart,Histogram,Pictogram,"Ans. is 'c' i.e., Histogram* Continuous (quantitative) data is represented by histogram (among the given options)DataScaleGraph/DiagramQuantitativeInterval scaleRatio scaleHistogramFrequency polygonfrequency curves linechart scatter diagramCumulative frequency CurveLine Chart graphQualitativeNominal scaleOrdinal scaleBar diagramPie chartPictogramMap diagram or spot map",C
"All the following are true about Atrial fibrillation, except",Increased risk of thromboembolism,Digoxin for treatment,Anticoagulantion not required,Aspirin in low risk patients,There are two approaches to mitigate the risk related to cardioversion. One option is to anticoagulate continuously for 3 weeks before and a minimum of 4 weeks after cardioversion. A second approach is to sta anticoagulation and perform a transesophageal echocardiogram to determine if throm- bus is present in the left atrial appendage Ref Harrison 20th edition pg 1576,C
Right 12th nerve damage leads to?,Tongue deviation to left on protrusion,Tongue deviation to right on protrusion,Nasal twang to voice,Scanning speech defects,"Ans. (b) Tongue deviation to right on protrusionRef: Harrison 19th ed. / Ch 367Following a lesion of the hypoglossal nucleus or nerve* ATROPHY of the muscles of the IPSILATERAL one-half of the tongue occurs.* FASCICULATIONS (tiny, spontaneous contractions) can be seen.* Upon protrusion, the tongue will deviate TOWARD the side of the lesion (i.e.} same side). This is due to the unopposed action of the genioglossus muscle on the normally innervated side of the tongue (the genioglossus pulls the tongue forward).The corticobulbar input to the hypoglossal nucleus arises from motor cortex and is predominantly CROSSED. Thus, a lesion in motor cortex will result in deviation of the tongue toward the opposite side or CONTRALATERAL to the lesion. In contrast to the atrophy and fasciculations seen in lesions of the hypoglossal nucleus and nerve (lower motor neuron), NO such signs are present after lesions of the corticobulbar tract.",B
Female patient with bilateral hilar lymphadenopathy and joint pain. ACE levels are elevated. Diagnosis is?,Sarcoidosis,Silicosis,Hodgkins lymphoma,Non Hodgkins lymphoma,"Ans. (a) SarcoidosisRef.: Harrison 19th ed. / 2206Lofgren syndrome symptoms consist of fever, bilateral hilar lymphadenopathy (BHL), and polyarthralgias",A
The test being performed is?,Finkelstein test,Tinel sign,Froment sign,Jeanne's sign,"Tests Procedure Interpretation Result Finkelstein test Flex the thumb of the patient into the palm after stabilizing the forearm. Then force the wrist towards the ulna. Development of sudden severe pain Dequervain tenosynovitis Tinel Sign Percuss themedian nerve, using the broad side of the hammer Hand of the patient is dorsiflexed Paraesthesia perceived by the patient in the thumb, index finger and middle finger Carpal tunnel syndrome Froment sign Pinch a piece of paper between thumb and index finger. Thumb's IP joint will flex if Adductor pollicis is weak Ulnar n. entrapment at elbow Jeanne's sign weak and unstable pinch with hyperextension of the thumb metacarpophalangeal (MP) joint. Ulnar n. weakness :",A
Lice are not the vectors of -,Relapsing fever,Q fever,Trench fever,Epidemic typhus,"Vector Diseases transmitted Soft tick Relapsing fever, Q fever, KFD (outside India) Hard tick Tularemia, Babesiosis, KFD (India), Tick paralysis, Tick encephalitis, Indian tick typhus, Tick hemorrhagic fever, Rocky Mountain spotted fever. Lice Epidemic typhus Trench fever relapsing fever REF: PARK'S TEXTBOOK OF PREVENTIVE AND SOCIAL MEDICINE, 25TH EDITION, PG NO. 841",B
"In the statement'......benefit under the ESI act to an insured person in the case of sickness is payable for a continuous maximum period of X days the daily rate being Y of the avearage daily wages', X and Y stand respectively for -",91 and 5\/12,91 and 7\/12,181 and 7\/12,181 and 5\/12,"The benefit is payable for a maximum period of 91 days, in any continous period of 365 days, the Daily rate being about 50%of average daily wages. (REF. PARK&;S TEXTBOOK OF PREVENTIVE AND SOCIAL MEDICAL 21ST EDITION. PAGE NO - 757)",B
Severity in acute hepatitis is best estimated by,Serum bilirubin,PT,Alpha glutaryl transferase,Alkaline phosphate,"Acute Alcoholic Hepatitis The pattern of liver test abnormality is hepatocellular. The AST is typically in the 100 to 200 IU/L range, even in severe disease, and the ALT level may be normal, even in severe cases. The AST level is higher than the ALT level, and the ratio is greater than 2:1 in 70% of patients. Ref Harrison20th edition pg 677",D
Husband had intercourse with wife during separation without consent. Section which deals with it:,376-A IPC,376-B IPC,376-C IPC,376-D IPC,Husband having intercourse with wife during separation without consent is punishable under 376 B IPC. 376 A IPC Punishment for causing the victim to suffer persistent vegetative state during rape 376 C IPC Custodial rape 376 D IPC Gang rape 376 E IPC Rape by repeated offender,B
Which one of the following clinical features is NOT senn in pheochromocytoma?,Hypeension,Episodic palpitations,Weight loss,Diarrhea,"In pheochromocytoma, there are paroxysms of hypeension and finally give way to continuous hypeensive state. During attacks, the patient complains of headache,palpitations,abdominal pain, and dizziness; pallor, vomiting, and sweating also occur. The child has a good appetite but because of the hypermetabolic state does not gain weight,and severe cachexia may develop. Page 1942, Nelson textbook of pediatrics 19th edition",D
All are seen in cirrhosis of liver except,Enlargement of testis,Gynaecomastia,Absence of pubic and facial hair,Loss of libido,"(A) (Enlargement of testes) (943- Davidson 22nd)Clnical features of hepatic cirrhosis* Hepatomegaly (although liver may also be small)* Jaundice* Ascites* Circulatory changes spider telangiectasia, palmar erythema, cyanosis* Endocrine changes; loss of libido, hair lossMen; gynaecomastia, testicular atrophy, impotenceWomen ; breast atrophy, irregular menses, amenorrhoea* Haemorrhagic tendency; bruises, purpura, epistaxis* Portal hypertension; splenomegaly, collateral vessels, variceal bleeding* Hepatic (portosystemic) encephalopathy* Other features; pigmentation, digital clubbing, Dupuytren's contractureCommon precipitants of Hepaic Encephalopathy includeA. Increased nitrogen load as in;B. Electrolyte and Metabolic imbalance such as in1. GI bleeding1. Hypokalemia2. Excessive dietary protein intake2. Alkalosis3. Azotemia3. Hypoxia4. Constipation4. HyponatremiaC. Drugs: CNS depressant agents like narcotics, tranquillizers, sedativesD. Miscellaneous conditions like; infection0, surgeryQ, superimposed acute liver disease0* Anaemia may lead to cellular hypoxia at the level of liver cells and thus ppt, encephalopathyQ* Barbiturates are CNS depressant drugs and their injudicious use, therefore may precipitate hepaticQ encephalopathy,* Hypothyroidism, though not mentioned as a diret precipitating, factor, may contribute towards precipitating encephalopathy by causing constipation' or slowing down the intellectual and motor activity* Cause of vasodilatation in spider nevi is - Estrogen* Most common cause of pyogenic liver abscese is Biliary Tract Infections**HIGH YIELD FACTS1. Octreotide / Somatostatin analogue are agents of choice for medical management of variceal bleed. **2. Desmopressin is the drug of choice for central Diabetes Insipidus (Pituitary DI or Neurohypophyseal DI)",A
