Question,A,B,C,D,Explanation,Answer
"A 68-year-old man complains of pain upon urination. A CT scan and a biopsy provide evidence of an enlarged, cancerous prostate gland. Subsequently, he undergoes a radical prostatectomy. Postoperatively, he suffers from urinary incontinence because of paralysis of the external urethral sphincter. Which of the following nerves was injured during the operation?",Pelvic splanchnic,Sacral splanchnic,Pudendal,Superior gluteal,"The perineal branch of the pudendal nerve is responsible for the innervation of the external urethral sphincter, and injury to this nerve can result in paralysis of the sphincter and urinary incontinence. Pelvic splanchnic and sacral splanchnic nerves are autonomic nerves that do not supply skeletal muscles in the urogenital region. The gluteal nerves innervate gluteal muscles.",C
Cefoxitin - cycloserine fructose agar is used for ?,Neisseria,Clostridium difficle,Bacillus anttacis,Reiter's treponema,"Ans. is 'b' i.e., Clostridium difficle Cefoxitin - cycloserine fructose agar (CCFA) is an enriched selective and differential medium recommended for the isolation and cultivation of clostridium difficle from fecal specimens.",B
Temporary carrier of typhoid is infective for: -,< 3 weeks,3 weeks-3 months,3 months- 1 year,>1 year,"Temporary carrier of typhoid is infective for 3 months- 1 year. Option 1, 2, 3, 4 Carriage:Up to 5% of untreated patients become carriers. Vi antibody if persists, indicates the development of the carrier state. 1. Carriers of are of two types: Fecal carriers (more common): Multiply in the gallbladder and are excreted in feces. Urinary carriers: Multiplication takes place in kidneys and bacilli are excreted in urine. 2. Duration of shedding: Carriers continue to shed bacilli in feces and urine for: Convalescent carriers: 3 weeks to 3 months (after clinical cure). Temporary carriers: 3 months to 1 year. Chronic carriers: for more than 1 year.",C
α - adrenoreceptor stimulation effects are,Vasoconstriction,Vasodilatation,Broncho constriction,Bronchodilatation,"Vasoconstriction- α1
Vasodilation- β
Bronchoconstriction- M3
 
Bronchodilation- β",A
Substitution of which one of the following amino acids in place of alanine would increase the absorbance of protein at 280 nm -,Leucine,Arginine,Tryptophan,Prolein,"Ans. is 'c' i.e., Tryptophan Most Amino acids do not absorb visible light and are thus colourless.However aromatic aminoacids absorb ultraviolet light.This accounts for the characteristic strong absorbance of light by most proteins at a wavelength of 280 nm, a property exploited by researchers in the characterization of proteins;Tryptophan makes the major contribution to the ability of most proteins to absorb light in the region of 280 nmAlso know,Other amino acids which absorb lightTyrosinePhenylalanineMeasurement of light absorption by a spectrophotometer is used to detect and identify molecules and to measure their concentration in solution.",C
Cat scratch disease is caused by:,Streptobacillus moniliformis,Spirillum minus,B. henselae,Orientia tsutsugamushi,"Streptobacillus moniliformis causes HAVERHILL Fever. Spirillum minus causes Rat Bite fever B.Henselae cause Cat Scratch Disease,Bacillary angiomatosis Orientia tsutsugamushi Scrub Typhus",C
|A 23-year-old woman is admitted to the hospital due to back pain. Radiographic examination reveals that she suffers from a clinical condition affecting her vertebral column. Physical examination and history taking reveals that she suffered from polio and a muscular dystrophy. Which of the following conditions of the vertebral column will most likely be present in this patient?,Lordosis,Kyphosis,Scoliosis,Spina bifida,"Scoliosis can be a secondary condition in such disorders as muscular dystrophy and polio in which abnormal muscle does not keep the vertebral column's normal alignment and results in a lateral curvature. Lordosis is increased secondary curvature of the lumbar region. It can be caused by stress on the lower back and is quite common in pregnancy. Kyphosis is increased primary curvature of the thoracic regions and produces a hunchback deformity. It can be secondary to tuberculosis, producing a 'gibbus deformity,' which results in angulated kyphosis at the lesion site. Spina bifida is a congenital defect and would not present as a result of muscular dystrophy or polio. Osteoarthritis most commonly presents with age from normal 'wear and tear.' It is not likely in a 23-year-old woman.",C
True statement about zones of blood flow in the lung:,"Going from standing to supine position, entire lung will have zone II type blood flow","In IPPV, entire lung will be conveed to zone III","In upright posture, there is no zone III anywhere in the lung","In mitral stenosis, the apex of the lung may be conveed to zone III","Normally, in the upright posture, there is zone II (intermittent blood flow) at the apex and zone III (continuous blood flow) in the remaining lung. Reason: In the upright posture, apex of the lung is above the level hea. Thus, hea has to pump the blood against gravity to send blood toward the apex. Hence, there is low pressure and lesser blood flow at the apex of the lung. Due to low pressure in the vessels, the surrounding alveoli tend to compress the vessels. Option A is incorrect: When person goes in supine position, no pa of the lung is above the level of hea; hence, blood does not have to flow against gravity. Consequently, entire lung will have continuous blood flow (zone III). Option B is incorrect: In intermittent positive pressure ventilation (IPPV), alveolar pressure increases since ventilation is being delivered under high pressure. Since surrounding alveolar pressure increases, the blood vessels will be compressed and the zones will be conveed to lower types (III --> to II; II --> to I). Option C: In upright posture, base of the lung has zone III, as the blood flows toward gravity. Pressure in the vessels > surrounding alveolar pressure. Option D: It is a correct statement. In mitral stenosis, left atrial pressure increases (as LA has to pump vigorously to send blood through the stenosed mitral valve). Increased LA pressure is reflected backward in the pulmonary vessels due to the damning back of the blood. Increased pressure in pulmonary vessels will increase the flow, conveing zone II to zone III.",D
Obligate intracellular parasite among the following is,Naegleria fowleri,Acanthamoeba,Toxoplasma,Balamuthia,"Obligate intracellular parasites cannot reproduce outside their host cell, meaning that the parasite's reproduction is entirely reliant on intracellular resources. Toxoplasma,Cryptosporidium Bacteria-chlamydia ,Rickettsia",C
Which of the following is an uncoupler?,Insulin,Epinephrine,GH,Thyroxine,"The rate of the ATP-32P exchange reaction was reduced by thyroxine and this inhibition was doubled by adding the thyroxine to the incubation medium after the paicles rather than before.The increased inhibition of the exchange reaction was associated with a reduction in P/O ratios and a loss of the stimulatory effect of thyroxine on substrate oxidation.Ref: DM Vasudevan, 7th edition, page no: 265, 266",D
TRUE regarding cholera is -,Toxin acts on GM 1 receptor,Toxin action is cAMP mediated,Peritrichate flagella,Utilises arginine and lysine,"Ans. is 'b' i.e., Toxin action is cAMP mediated V. cholerae produces cholera toxin, the model for enterotoxins, whose action on the mucosal epithelium is responsible for the characteristic diarrhoea of the cholera.",B
The most common cause of painful pericarditis is,Viral,Tuberculous,Uraemic,All of these,"The cause of pericarditis is believed to be most often due to a viral infection. Other causes include bacterial infections such as tuberculosis, uremic pericarditis, following a hea attack, cancer, autoimmune disorders, and chest trauma Ref: guyton and hall textbook of medical physiology 12 edition",A
Glutathione reductase contains the following metal:,Selenium,Magnesium,Manganese,Calcium,"In red blood cells the pentose phosphate pathway provides NADPH for the reduction of oxidized glutathione catalyzed by glutathione reductase, a flavoprotein containing FAD. Reduced glutathione removes H2O2 in a reaction catalyzed by glutathione peroxidase, an enzyme that contains the selenium analogue of cysteine (selenocysteine) at the active site (Figure 21-3). The reaction is impoant, since accumulation of H2O2 may decrease the life span of the erythrocyte by causing oxidative damage to the cell membrane, leading to hemolysis Ref: Harper 28th edition, chapter 21.",A
Abducens supplies,Medical rectus,Lateral rectus,Inferior oblique,Superior oblique,*Abducent is the 6th cranial nerve *All the extraocular muscles are supplied by 3rd cranial nerve except lateral rectus and superior oblique *Lateral rectus by abducent nerve and superior oblique by trochlear nerve NOTE:MNEMONICS:LR6 & SO4 <img src=' /> Ref: BDC 6th edition pg:208(3rd vol),B
Superantigens are -,Erythrotoxin of staph. Aureus,CI. Difficile toxin,Staphyloccocal toxic shock syndrome toxin,Cholera toxin,"Superantigens are a class of antigens that cause non-specific activation of T-cells resulting in polyclonal T cell activation and massive cytokine release. Superantigens bind first to the MHC Class II and then coordinate to the variable alpha or beta chain of T-cell Receptors . Eg: S. Aureus (enterotoxins), Group A streptococci (pyrogenic exotoxin), HIV(Nef), Rabies virus (nucleocapsid protein) etc.... Ref: Ananthanarayan & Panikers textbook of microbiology 9th edition pg:90",A
Theory of web of causation was given by ?,Mc Mohan and Pugh,Pettenkoffee,John snow,Louis Pasteru,Contemporary Mainstream Epidemiology 151 1960 Emergence of the epidemiologic Web of causation although nothing about the idea of multiple causes inherently required adhering to a biomedical and lifestyle orientation to analyzing disesecausation and distribution this nontheless occured precisely becausen of the overrall dominance of biomedicine and methodological individualism congently capturing its influence is thepowerful metaphor and model of the web of causation introdusec in 1960 in the formal and highly influential epidemiologic textbook ever published in the united state epidemiologic methods by Brain McMohan and Thomas F. Pugh and Johannes ipsen,A
